0.1	-162.36	5.64	-168
0.11	-162.36	5.64	-167.7665453
0.121	-162.36	5.64	-167.5330905
0.1331	-162.36	5.64	-167.2996358
0.14641	-162.36	5.64	-167.066181
0.161051	-162.36	5.64	-166.8327263
0.17	-166.7	0	-166.7
0.1771561	-166.7	0	-166.7
0.19487171	-166.7	0	-166.7
0.214358881	-166.7	0	-166.7
0.235794769	-166.7	0	-166.7
0.259374246	-166.7	0	-166.7
0.285311671	-166.7	0	-166.7
0.313842838	-166.7	0	-166.7
0.345227121	-166.7	0	-166.7
0.379749834	-166.7	0	-166.7
0.4	-170	-8.3	-166.6970979
0.417724817	-170	-8.3	-166.8533893
0.459497299	-170	-8.3	-167.1969486
0.505447028	-170	-8.3	-167.5405079
0.555991731	-170	-8.3	-167.8840672
0.611590904	-170	-8.3	-168.2276264
0.672749995	-170	-8.3	-168.5711857
0.740024994	-170	-8.3	-168.914745
0.8	-166.4	28.9	-169.2006994
0.814027494	-166.4	28.9	-168.9825308
0.895430243	-166.4	28.9	-167.7862822
0.984973268	-166.4	28.9	-166.5900336
1.083470594	-166.4	28.9	-165.393785
1.191817654	-166.4	28.9	-164.1975364
1.24	-168.6	52.48	-163.69723
1.310999419	-168.6	52.48	-162.4282208
1.442099361	-168.6	52.48	-160.2559327
1.586309297	-168.6	52.48	-158.0836446
1.744940227	-168.6	52.48	-155.9113565
1.91943425	-168.6	52.48	-153.7390684
2.111377675	-168.6	52.48	-151.5667803
2.322515442	-168.6	52.48	-149.3944921
2.4	-159.98	29.81	-148.6459029
2.554766986	-159.98	29.81	-147.8368579
2.810243685	-159.98	29.81	-146.6029419
3.091268053	-159.98	29.81	-145.369026
3.400394859	-159.98	29.81	-144.1351101
3.740434344	-159.98	29.81	-142.9011941
4.114477779	-159.98	29.81	-141.6672782
4.3	-141.1	0	-141.1
4.525925557	-141.1	0	-141.1
4.978518112	-141.1	0	-141.1
5	-71.36	-99.77	-141.0962373
5.476369924	-71.36	-99.77	-145.0394243
6	-97.26	-66.49	-148.9992766
6.024006916	-97.26	-66.49	-149.1145844
6.626407608	-97.26	-66.49	-151.866784
7.289048369	-97.26	-66.49	-154.6189836
8.017953205	-97.26	-66.49	-157.3711833
8.819748526	-97.26	-66.49	-160.1233829
9.701723378	-97.26	-66.49	-162.8755825
10	-132.18	-31.57	-163.75
10.67189572	-132.18	-31.57	-164.6415865
11.73908529	-132.18	-31.57	-165.9483535
12	-205.27	36.16	-166.2468061
12.91299382	-205.27	36.16	-165.0952657
14.2042932	-205.27	36.16	-163.5985062
15.6	-37.65	-104.33	-162.1286893
15.62472252	-37.65	-104.33	-162.2004387
17.18719477	-37.65	-104.33	-166.5189375
18.90591425	-37.65	-104.33	-170.8374363
20.79650567	-37.65	-104.33	-175.1559352
21.9	-114.37	-47.1	-177.5049178
22.87615624	-114.37	-47.1	-178.3969418
25.16377186	-114.37	-47.1	-180.3465373
27.68014905	-114.37	-47.1	-182.2961328
30.44816395	-114.37	-47.1	-184.2457283
31.6	-160.58	-16.28	-184.9949057
33.49298035	-160.58	-16.28	-185.4062478
36.84227838	-160.58	-16.28	-186.0801207
40.52650622	-160.58	-16.28	-186.7539936
44.57915685	-160.58	-16.28	-187.4278665
45	-187.5	0	-187.5
49.03707253	-187.5	0	-187.5
53.94077978	-187.5	0	-187.5
59.33485776	-187.5	0	-187.5
65.26834354	-187.5	0	-187.5
70	-216.47	15.7	-187.5019608
71.79517789	-216.47	15.7	-187.3293042
78.97469568	-216.47	15.7	-186.679439
86.87216525	-216.47	15.7	-186.0295739
95.55938177	-216.47	15.7	-185.3797087
101	-185	0	-185
105.11532	-185	0	-185
115.6268519	-185	0	-185
127.1895371	-185	0	-185
139.9084909	-185	0	-185
153.8993399	-185	0	-185
154	-168.34	-7.61	-184.9870327
169.2892739	-168.34	-7.61	-185.2998701
186.2182013	-168.34	-7.61	-185.6148684
204.8400215	-168.34	-7.61	-185.9298667
225.3240236	-168.34	-7.61	-186.2448651
247.856426	-168.34	-7.61	-186.5598634
272.6420686	-168.34	-7.61	-186.8748617
299.9062754	-168.34	-7.61	-187.1898601
328	-217.43	11.9	-187.4911013
329.896903	-217.43	11.9	-187.461299
362.8865933	-217.43	11.9	-186.968726
399.1752526	-217.43	11.9	-186.4761531
439.0927778	-217.43	11.9	-185.9835801
483.0020556	-217.43	11.9	-185.4910071
531.3022612	-217.43	11.9	-184.9984342
584.4324873	-217.43	11.9	-184.5058612
600	-258.28	26.6	-184.3811767
642.875736	-258.28	26.6	-183.5838209
707.1633096	-258.28	26.6	-182.4827755
777.8796406	-258.28	26.6	-181.38173
855.6676047	-258.28	26.6	-180.2806846
941.2343651	-258.28	26.6	-179.1796392
1035.357802	-258.28	26.6	-178.0785938
1138.893582	-258.28	26.6	-176.9775483
1252.78294	-258.28	26.6	-175.8765029
1378.061234	-258.28	26.6	-174.7754575
1515.867357	-258.28	26.6	-173.6744121
1667.454093	-258.28	26.6	-172.5733666
1834.199502	-258.28	26.6	-171.4723212
2017.619453	-258.28	26.6	-170.3712758
2219.381398	-258.28	26.6	-169.2702304
2441.319538	-258.28	26.6	-168.1691849
2685.451492	-258.28	26.6	-167.0681395
2953.996641	-258.28	26.6	-165.9670941
3249.396305	-258.28	26.6	-164.8660487
3574.335935	-258.28	26.6	-163.7650032
3931.769529	-258.28	26.6	-162.6639578
4324.946482	-258.28	26.6	-161.5629124
4757.44113	-258.28	26.6	-160.461867
5233.185243	-258.28	26.6	-159.3608215
5756.503767	-258.28	26.6	-158.2597761
6332.154144	-258.28	26.6	-157.1587307
6965.369558	-258.28	26.6	-156.0576853
7661.906514	-258.28	26.6	-154.9566398
8428.097165	-258.28	26.6	-153.8555944
9270.906882	-258.28	26.6	-152.754549
10000	-346.88	48.75	-151.88
10197.99757	-346.88	48.75	-151.4648984
11217.79733	-346.88	48.75	-149.447005
12339.57706	-346.88	48.75	-147.4291116
13573.53477	-346.88	48.75	-145.4112182
14930.88824	-346.88	48.75	-143.3933248
16423.97707	-346.88	48.75	-141.3754314
18066.37477	-346.88	48.75	-139.357538
19873.01225	-346.88	48.75	-137.3396446
21860.31348	-346.88	48.75	-135.3217512
24046.34482	-346.88	48.75	-133.3038578
26450.97931	-346.88	48.75	-131.2859644
29096.07724	-346.88	48.75	-129.268071
32005.68496	-346.88	48.75	-127.2501776
35206.25346	-346.88	48.75	-125.2322842
38726.8788	-346.88	48.75	-123.2143908
42599.56668	-346.88	48.75	-121.1964974
46859.52335	-346.88	48.75	-119.178604
51545.47568	-346.88	48.75	-117.1607106
56700.02325	-346.88	48.75	-115.1428172
62370.02558	-346.88	48.75	-113.1249238
68607.02814	-346.88	48.75	-111.1070304
